names	vc	vc1-9	givenName	blockAm	colClust	congestion	pointAmVert	prtAllSizeN	quadBig	quadSmall	rosen	salObjNum	singleSizeDom	symmetry	whiteSpace
http___www.reteambiente.it.png	1.03825453692453	6.62543303348008	4016222591.png	19	9	0.92735	32	8	0.01653	39.2787	8.54	5	0.60307	2.7385	0.23583
http___www.rizzoli.rcslibri.it.png	-0.299390568125312	4.65487184576409	9886222592.png	17	11	0.73583	31	9	0.058492	20.2128	4.3582	6	0.36036	4.1319	0.44854
http___www.salettadelluva.it.png	-1.3514614222913	3.10500635145612	7266222592.png	8	8	0.75024	22	8	0.092824	8.812	2.3603	2	0.31434	1.0188	0.56117
http___www.sandron.it.png	1.21863459487266	6.89116117010515	3016222593.png	27	17	0.93228	50	11	0.026703	31.4051	7.4805	7	0.19081	6.003	0.37625
http___www.sandrotetieditore.it.png	-0.31567439906654	4.63088320698466	5316222593.png	13	16	0.88001	25	9	0.058492	16.5647	3.7647	6	0.22876	1.874	0.43845
http___www.sanna.it.png	-0.322998548700255	4.62009358502384	2696222594.png	8	7	0.88371	28	7	0.073751	21.5162	4.7412	6	0.47124	2.7355	0.41589
http___www.scribaweb.it.png	-0.544429391290796	4.29389119955934	7836222594.png	13	16	0.86454	36	6	0.10173	16.8063	2.9499	5	0.37747	4.4487	0.41216
http___www.scritturascritture.it.png	0.182509416633337	5.36478615916558	2676222594.png	17	11	0.70321	40	12	0.036875	25.5	5.2589	5	0.20499	3.0501	0.39937
http___www.seac.it.png	0.406685738741561	5.69503306687203	7996222595.png	5	13	0.72304	27	6	0.021617	33.7626	6.1993	5	0.64873	2.2295	0.23357
http___www.sesatedizioni.it.png	0.218248380413819	5.41743526216692	9836222595.png	13	12	0.86577	26	10	0.035604	26.3011	5.7919	6	0.25609	2.2423	0.48971
http___www.settecitta.it.png	-0.706652182148469	4.05491156720373	8446222595.png	12	11	0.71974	27	10	0.077566	16.0955	4.4022	3	0.348	3.6863	0.45665
http___www.sistemieditoriali.it.png	0.349990988787595	5.61151280175479	7246222596.png	21	20	0.82237	41	10	0.053406	24.6913	5.1604	5	0.19468	4.327	0.45067
http___www.sonzogno.rcslibri.it.png	-0.632546971990023	4.16408017283349	1296222596.png	16	7	0.88492	34	9	0.094096	16.8444	3.7047	4	0.27708	2.3468	0.47557
http___www.spolia.it.png	-0.270053341751372	4.69809018479099	3496222596.png	8	18	0.91412	20	8	0.080109	22.4368	4.5268	6	0.30174	0.9975	0.47098
http___www.springer.it.png	-0.324414093688571	4.61800826508142	7566222596.png	17	13	0.8624	33	8	0.066121	18.2279	4.2203	2	0.24486	2.7493	0.47665
http___www.stampalternativa.it.png	0.450862954717969	5.76011303977053	9536222597.png	18	10	0.91366	37	9	0.021617	28.8302	5.4998	2	0.29575	2.518	0.42736
http___www.stamperiastampeantiche.it.png	0.914349892841515	6.44290204548782	4046222597.png	24	11	0.84225	38	7	0.017802	34.7315	7.5907	6	0.35569	4.2923	0.39517
http___www.stiloeditrice.it.png	0.557137043461667	5.91667145257197	9646222598.png	34	10	0.77977	49	12	0.02416	27.5485	6.1642	2	0.29221	4.9128	0.37798
http___www.styloseditrice.it.png	-0.785005962743511	3.93948415049319	4646222598.png	8	12	0.82096	20	6	0.08138	15.9531	4.2905	2	0.4842	1.3046	0.43611
http___www.tekaedizioni.it.png	0.0381436367353077	5.15211270667251	3316222598.png	12	16	0.8212	26	7	0.059764	26.474	5.6389	5	0.3071	2.9686	0.18383
http___www.tempovissuto.it.png	-1.01129015469203	3.60613201967459	2996222599.png	11	17	0.73631	20	8	0.10554	17.0275	3.4061	2	0.19256	2.521	0.60608
http___www.touringclub.it.png	-0.174433506389575	4.83895321013936	2336222599.png	7	14	0.71492	27	5	0.048319	21.2148	4.9805	6	0.5502	1.9784	0.24747
http___www.tramontana.it.png	-0.0465868768889041	5.02729136135992	2146222600.png	8	14	0.85376	29	6	0.078837	24.8235	5.7845	6	0.37101	2.2105	0.29512
http___www.tulliopironti.it.png	0.101182896860581	5.24497943106467	9646222600.png	11	14	0.77227	33	6	0.052134	23.229	5.2593	8	0.56258	2.0141	0.32079
http___www.unmondoaparte.it.png	-0.217294623278766	4.77581205776258	5076222601.png	5	13	0.8977	25	6	0.076294	25.0791	4.9142	4	0.50307	2.0155	0.3872
http___www.utopia.it.png	-1.04886486676629	3.55077857130954	2586222601.png	6	12	0.8817	19	7	0.096639	13.1938	2.7495	3	0.18539	1.2199	0.7081
http___www.vanninieditrice.it.png	-0.247151811553333	4.73182773324625	6776222602.png	6	17	0.822	28	6	0.054677	17.6951	4.0104	5	0.63341	2.627	0.17781
http___www.venexia.it.png	-0.0588375011546437	5.00924426903908	2936222602.png	14	17	0.75558	31	11	0.06485	24.6862	4.2025	8	0.28167	2.2346	0.36923
http___www.villadiseriane.it.png	0.384792081335151	5.66278027322792	4146222602.png	12	18	0.77998	33	11	0.041962	26.0811	6.8896	4	0.24367	2.9235	0.39827
http___www.xenia.it.png	-0.372729280010046	4.54683241239603	7366222602.png	13	12	0.75843	32	8	0.06485	19.7754	4.1459	4	0.48013	2.4959	0.3485
